Sentence,Judges_classification,,,,,
"reading my review is more fun then that movie, seriously its that bad, if you want to watch a good movie watch the amazing bulk, that one is better then the green lantern (what kind of name is that btw??)",storyline,,,,,
"As it turns out, there are natives who are very spiritual and believes there is a great power that watches over everything, are in the way of the settlers obtaining the resources.One",storyline,,,,,
"i felt it was terribly written, awfully acted, hammy as hell, horribly shot - those unmotivated use of wide angled lenses and horrible framing.",storyline,,,,,
"I love Hollywood movies, but I've been cheated again like many times before, by the IMDb ratings that people have given to films like 'Shutter Island' or 'Mullholland Drive.' I think its must be some sort of a fashion or status-quo in America to praise and talk +vely about such films that have no ending or have a very confusing plot or one that does have (supposedly) a hidden meaning etc: while I fail to see how can so many Americans actually understand such complex plots and also like them, when mostly they are considered quite 'dumb,' and perhaps rightly so.I was astonished to see that people had rated this movie at 8, when brilliant movies like 'Paycheck', 'Bone Collector' or 'Fracture' are only around 6-7.",storyline,,,,,
It begs the question: why can't the funniest movie of the year be its best as well?,storyline,,,,,
"Since mythology is not history one can take liberties with mythology since myths have many versions and no canonical corpus exists.This has happened in the present movie where the Greek elements of myth have been enriched by the sea monster Kracken-which I have first encountered cinematically in the ""Pirates of the Caribbean""- although the Kracken in Clash of the Titans is much more impressive.",storyline,,,,,
"In Mark's case, despite the friendship, and more than financially loyal cooperation of the Facebook co founder Eduardo Saverin, Mark's own bitterness, as well as his ideals towards the very potential of Facebook drive him to strip all of his friend's efforts of truly calling his contributions to this project memorable, and worth 34.4% of entitlement.",storyline,,,,,
"I was shocked by how many people didn't ""get"" the film.",storyline,,,,,
This movie breaks with the clichs of Hollywood disaster films.,storyline,,,,,
This interpretation of the novel is the best one yet.,storyline,,,,,
"also takes control of the Doctor and Hawk eye.Nick fury goes to assemble the superheroes Ironman,Black widow,Captain America,Hulk and together they fight Loki to stop his plan of raking over the world.Though there is an unexpected visit from Thor during the first hour.The",storyline,,,,,
"Yes, we can all identify (not).",storyline,,,,,
"Much of the preparation the Tributes complete could be handled in montages, not a multitude of scenes with dialog.",storyline,,,,,
This movie gives me chills because I've read into it more.,storyline,,,,,
I thought the film was hilarious.,storyline,,,,,
"The survivor group is surrounded , as they encounter a pack of carnivorous,crawling creatures that are waiting for them , facing their destruction and exposed to cruel bites by meat-eating sickos.",storyline,,,,,
"I found myself so uninterested in the plight of any of the characters, including bizarrely, the horse itself, that i felt absolutely no emotion at what was to be the 'heart rendering' finale.",storyline,,,,,
"The whole story reminded me very much of Transformer 3, and was just as bad.",storyline,,,,,
The plot to this is real simple -it's the end of the world.,storyline,,,,,
"After seeing the end of their world they came back in time to get their hands on Spock, planning to destroy Vulcan and make him watch.",storyline,,,,,
"Though the Na'vi look more alien than Gollum their emotions come through, quite powerfully at times, and you will feel for them.",storyline,,,,,
"The writers picked the biggest clichs out there, they put them together and ta-da... so came to life ""G.I Joe""...At one point I told my boyfriend (huge fan of action movies) that the doctor is definitely the long lost brother and, naive as he is, he told me that there is no way the movie can be that bad.",storyline,,,,,
"Throw a bunch of (some less) well known superheroes in 1 movie, throw in a semi-slapstick villain and let rip.",storyline,,,,,
"He suggests the being is a demon and advices to call a specialist, and tells Micah not to try and communicate with the being.",storyline,,,,,
I think it needed a better editor to tighten up some scenes that were s-l-o-w because that drags the film down.,storyline,,,,,
"This whole movie could have been compressed in a 10min short video named ""paddling"" and you could've seen all the important parts, blood and boobs included.",storyline,,,,,
"And even though the movie fails as an action thriller, the movie has a good chance in comedy.",storyline,,,,,
"This is a fascinating, multi-layered story benefiting from more than stellar Snyder's direction.",storyline,,,,,
"The ""magic bubble"" burst, and instead of quietly playing LEGO all day, Kid Remiel was now screaming horrible things at his despairing, lonely mother.",storyline,,,,,
The gags such as the engagement party toast go on and on and on and completely lose the viewer.,storyline,,,,,
Let them never know what they're missing.I did hesitate to give it ten stars because of my experience of Tarantino's previous films.,storyline,,,,,
"i just waste some time with this movie i really want my time back too stupid, too bad :(the film starts with a nice idea, but everything is just clich the horror stuff is low, the special effects are missing or any which is there is made of paper stuff if you want a bad movie - choose to watch it, but don't ask for money back after you read thisafter looking at the score on IMDb - 7.7 right now i really trusted the votes, but people vote without even watching it i hope i ain't paying a cent on a movie like this again",storyline,,,,,
